student_id,student_dept,company,company_dept,rank,phase,result,slot
S00406,柔道整復スポーツ学科,医療法人明寿会林原整形外科株式会社JOIN,柔道整復スポーツ学科,,assignment,OK,2.0
S00408,柔道整復スポーツ学科,株式会社 and,柔道整復スポーツ学科,,assignment,OK,0.0
S00408,柔道整復スポーツ学科,メディカルアース株式会社だいふく鍼灸整骨院グループ,柔道整復スポーツ学科,,assignment,OK,1.0
S00408,柔道整復スポーツ学科,株式会社 シー・エム・シー,柔道整復スポーツ学科,,assignment,OK,2.0
S00429,柔道整復スポーツ学科,MOVEACTION株式会社,柔道整復スポーツ学科,,assignment,OK,0.0
S00429,柔道整復スポーツ学科,VIVA鍼灸整骨院グループ(株式会社 Loop Quest),柔道整復スポーツ学科,,assignment,OK,1.0
S00429,柔道整復スポーツ学科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),柔道整復スポーツ学科,,assignment,OK,2.0
S00469,柔道整復スポーツ学科,有限会社 J-RADIANCEかがやき整骨院グループ,柔道整復スポーツ学科,,assignment,OK,0.0
S00469,柔道整復スポーツ学科,株式会社 ICHINOSHIKI一野式整骨院グループ,柔道整復スポーツ学科,,assignment,OK,1.0
S00469,柔道整復スポーツ学科,GODHAND株式会社,柔道整復スポーツ学科,,assignment,OK,2.0
S00542,柔道整復スポーツ学科,株式会社 あおばHD,柔道整復スポーツ学科,,assignment,OK,0.0
S00542,柔道整復スポーツ学科,アスリート鍼灸整骨院株式会社 アーチ,柔道整復スポーツ学科,,assignment,OK,1.0
S00542,柔道整復スポーツ学科,医療法人 寿山会(喜馬病院及び高齢者施設、鍼灸院、リハ特化型デイサービス等),柔道整復スポーツ学科,,assignment,OK,2.0
S00586,柔道整復スポーツ学科,株式会社SYNERGYJAPANぷらす鍼灸整骨院グループ,柔道整復スポーツ学科,,assignment,OK,0.0
S00586,柔道整復スポーツ学科,株式会社 ゆうしんゆうしん鍼灸整骨院,柔道整復スポーツ学科,,assignment,OK,1.0
S00586,柔道整復スポーツ学科,株式会社 Medical One Japanにしもと整骨院・鍼灸院,柔道整復スポーツ学科,,assignment,OK,2.0
S00654,柔道整復スポーツ学科,株式会社 AZあず整骨院併設パーソナルジムAZ,柔道整復スポーツ学科,,assignment,OK,0.0
S00654,柔道整復スポーツ学科,有限会社 エーケーメディカル,柔道整復スポーツ学科,,assignment,OK,1.0
S00654,柔道整復スポーツ学科,有限会社 J-RADIANCEかがやき整骨院グループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00656,柔道整復スポーツ学科,株式会社 TenAntあったか骨盤整骨院,柔道整復スポーツ学科,,assignment,OK,0.0
S00656,柔道整復スポーツ学科,株式会社 GENKIDO,柔道整復スポーツ学科,,assignment,OK,1.0
S00656,柔道整復スポーツ学科,日本セラピー株式会社,柔道整復スポーツ学科,,assignment,OK,2.0
S00705,柔道整復スポーツ学科,(株)indomitable筋膜専門なごみ鍼灸整骨院,柔道整復スポーツ学科,,assignment,OK,0.0
S00705,柔道整復スポーツ学科,株式会社 ジオナOK整骨院グループ,柔道整復スポーツ学科,,assignment,OK,1.0
S00705,柔道整復スポーツ学科,にほん整体株式会社,柔道整復スポーツ学科,,assignment,OK,2.0
S00706,柔道整復スポーツ学科,GODHAND株式会社,柔道整復スポーツ学科,,assignment,OK,0.0
S00706,柔道整復スポーツ学科,三田やすらぎ整骨院・鍼灸院,柔道整復スポーツ学科,,assignment,OK,1.0
S00706,柔道整復スポーツ学科,有限会社 スマイルストーリー,柔道整復スポーツ学科,,assignment,OK,2.0
S00714,柔道整復スポーツ学科,株式会社 ミック・ジャパン【ミック健康の森】【ドラッグミック】【ローソンドラッグミック】,柔道整復スポーツ学科,,assignment,OK,0.0
S00714,柔道整復スポーツ学科,サンキューグループ,柔道整復スポーツ学科,,assignment,OK,1.0
S00714,柔道整復スポーツ学科,株式会社 ICHINOSHIKI一野式整骨院グループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00747,柔道整復スポーツ学科,株式会社 Y・O・I JAPAN,柔道整復スポーツ学科,,assignment,OK,0.0
S00747,柔道整復スポーツ学科,株式会社 GENKIDO,柔道整復スポーツ学科,,assignment,OK,1.0
S00747,柔道整復スポーツ学科,くまのみ整骨院・鍼灸院グループ株式会社くまのみ,柔道整復スポーツ学科,,assignment,OK,2.0
S00772,柔道整復スポーツ学科,VIVA鍼灸整骨院グループ(株式会社 Loop Quest),柔道整復スポーツ学科,,assignment,OK,0.0
S00772,柔道整復スポーツ学科,社会福祉法人 ラポール会,柔道整復スポーツ学科,,assignment,OK,1.0
S00772,柔道整復スポーツ学科,株式会社 あっ晴みなみ鍼灸整骨院グループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00857,柔道整復スポーツ学科,株式会社 楽笑,柔道整復スポーツ学科,,assignment,OK,0.0
S00857,柔道整復スポーツ学科,西院FREE整骨院,柔道整復スポーツ学科,,assignment,OK,1.0
S00857,柔道整復スポーツ学科,株式会社 GENKIDO,柔道整復スポーツ学科,,assignment,OK,2.0
S00878,柔道整復スポーツ学科,すずらん鍼灸接骨院グループ,柔道整復スポーツ学科,,assignment,OK,0.0
S00878,柔道整復スポーツ学科,株式会社EternalSmile,柔道整復スポーツ学科,,assignment,OK,1.0
S00878,柔道整復スポーツ学科,エルフレッチェ鍼灸接骨院グループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00890,柔道整復スポーツ学科,(株)Healing Hand(ヒーリングハンド),柔道整復スポーツ学科,,assignment,OK,0.0
S00890,柔道整復スポーツ学科,株式会社 春,柔道整復スポーツ学科,,assignment,OK,1.0
S00890,柔道整復スポーツ学科,日本セラピー株式会社,柔道整復スポーツ学科,,assignment,OK,2.0
S00911,柔道整復スポーツ学科,株式会社 ミライズミライズ整体院,柔道整復スポーツ学科,,assignment,OK,0.0
S00911,柔道整復スポーツ学科,カラダのミカタ鍼灸整骨院,柔道整復スポーツ学科,,assignment,OK,1.0
S00911,柔道整復スポーツ学科,サンキューグループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00936,柔道整復スポーツ学科,株式会社 心身堂グループ,柔道整復スポーツ学科,,assignment,OK,0.0
S00936,柔道整復スポーツ学科,株式会社 Medical One Japanにしもと整骨院・鍼灸院,柔道整復スポーツ学科,,assignment,OK,1.0
S00936,柔道整復スポーツ学科,株式会社 KMC小林整骨院グループ,柔道整復スポーツ学科,,assignment,OK,2.0
S00960,柔道整復スポーツ学科,アスリート鍼灸整骨院株式会社 アーチ,柔道整復スポーツ学科,,assignment,OK,0.0
S00960,柔道整復スポーツ学科,株式会社 シー・エム・シー,柔道整復スポーツ学科,,assignment,OK,1.0
S00960,柔道整復スポーツ学科,(株)indomitable筋膜専門なごみ鍼灸整骨院,柔道整復スポーツ学科,,assignment,OK,2.0
S00983,柔道整復スポーツ学科,有限会社 J-RADIANCEかがやき整骨院グループ,柔道整復スポーツ学科,,assignment,OK,0.0
S00983,柔道整復スポーツ学科,株式会社グッドライフ,柔道整復スポーツ学科,,assignment,OK,1.0
S00983,柔道整復スポーツ学科,株式会社 スマイル,柔道整復スポーツ学科,,assignment,OK,2.0
S00987,柔道整復スポーツ学科,株式会社グッドライフ,柔道整復スポーツ学科,,assignment,OK,0.0
S00987,柔道整復スポーツ学科,株式会社 ミック・ジャパン【ミック健康の森】【ドラッグミック】【ローソンドラッグミック】,柔道整復スポーツ学科,,assignment,OK,1.0
S00987,柔道整復スポーツ学科,ながとも整骨院,柔道整復スポーツ学科,,assignment,OK,2.0
S00007,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,1.0,preference,OK,
S00007,保健保育科,社会福祉法人 基弘会,保健保育科,2.0,preference,OK,
S00007,保健保育科,株式会社 Smile Group,保健保育科,3.0,preference,OK,
S00025,保健保育科,社会福祉法人 成光苑(特養7施設・保育7園など),保健保育科,1.0,preference,OK,
S00025,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,2.0,preference,OK,
S00025,保健保育科,株式会社スバコ・ケア・エンジニアリング,保健保育科,3.0,preference,OK,
S00088,保健保育科,社会福祉法人 聖徳会,保健保育科,1.0,preference,OK,
S00088,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,2.0,preference,OK,
S00088,保健保育科,社会福祉法人 加島友愛会,保健保育科,3.0,preference,OK,
S00091,保健保育科,発達支援ルームピースプラント,保健保育科,1.0,preference,OK,
S00091,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,2.0,preference,OK,
S00091,保健保育科,社会福祉法人 こばと会,保健保育科,3.0,preference,OK,
S00104,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,1.0,preference,OK,
S00104,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,2.0,preference,OK,
S00104,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,3.0,preference,OK,
S00120,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,1.0,preference,OK,
S00120,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,2.0,preference,OK,
S00120,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,3.0,preference,OK,
S00190,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,1.0,preference,OK,
S00190,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,2.0,preference,OK,
S00190,保健保育科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,保健保育科,3.0,preference,OK,
S00227,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,1.0,preference,OK,
S00227,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,2.0,preference,OK,
S00227,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,3.0,preference,OK,
S00240,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,1.0,preference,OK,
S00240,保健保育科,社会福祉法人 愛和会,保健保育科,2.0,preference,OK,
S00240,保健保育科,株式会社 タスク・フォース,保健保育科,3.0,preference,OK,
S00252,保健保育科,社会福祉法人 こばと会,保健保育科,1.0,preference,OK,
S00252,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,2.0,preference,OK,
S00252,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,3.0,preference,OK,
S00479,保健保育科,社会福祉法人 こばと会,保健保育科,1.0,preference,OK,
S00479,保健保育科,社会福祉法人 松柏会,保健保育科,2.0,preference,OK,
S00479,保健保育科,社会福祉法人 基弘会,保健保育科,3.0,preference,OK,
S00492,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,1.0,preference,OK,
S00492,保健保育科,株式会社 Smile Group,保健保育科,2.0,preference,OK,
S00492,保健保育科,社会福祉法人 南湖会【障がい児者支援事業】,保健保育科,3.0,preference,OK,
S00503,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,1.0,preference,OK,
S00503,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,2.0,preference,OK,
S00503,保健保育科,社会福祉法人 こばと会,保健保育科,3.0,preference,OK,
S00523,保健保育科,発達支援ルームピースプラント,保健保育科,1.0,preference,OK,
S00523,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,2.0,preference,OK,
S00523,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,3.0,preference,OK,
S00584,保健保育科,社会福祉法人 ともしび福祉会,保健保育科,1.0,preference,OK,
S00584,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,2.0,preference,OK,
S00584,保健保育科,社会福祉法人 松柏会,保健保育科,3.0,preference,OK,
S00616,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,1.0,preference,OK,
S00616,保健保育科,株式会社 タスク・フォース,保健保育科,2.0,preference,OK,
S00616,保健保育科,社会福祉法人 加島友愛会,保健保育科,3.0,preference,OK,
S00648,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,1.0,preference,OK,
S00648,保健保育科,社会福祉法人 加島友愛会,保健保育科,2.0,preference,OK,
S00648,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,3.0,preference,OK,
S00649,保健保育科,社会福祉法人 加島友愛会,保健保育科,1.0,preference,OK,
S00649,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,2.0,preference,OK,
S00649,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,3.0,preference,OK,
S00740,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,1.0,preference,OK,
S00740,保健保育科,発達支援ルームピースプラント,保健保育科,2.0,preference,OK,
S00740,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,3.0,preference,OK,
S00742,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,1.0,preference,OK,
S00742,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,2.0,preference,OK,
S00742,保健保育科,社会福祉法人 聖徳園,保健保育科,3.0,preference,OK,
S00804,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,1.0,preference,OK,
S00804,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,2.0,preference,OK,
S00804,保健保育科,社会福祉法人 こばと会,保健保育科,3.0,preference,OK,
S00817,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,1.0,preference,OK,
S00817,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,2.0,preference,OK,
S00817,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,3.0,preference,OK,
S00889,保健保育科,社会福祉法人 水仙福祉会,保健保育科,1.0,preference,OK,
S00889,保健保育科,社会福祉法人 名張育成会,保健保育科,2.0,preference,OK,
S00889,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,3.0,preference,OK,
S00896,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,1.0,preference,OK,
S00896,保健保育科,社会福祉法人 福知山学園,保健保育科,2.0,preference,OK,
S00896,保健保育科,社会福祉法人 基弘会,保健保育科,3.0,preference,OK,
S00906,保健保育科,社会福祉法人 松柏会,保健保育科,1.0,preference,OK,
S00906,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,2.0,preference,OK,
S00906,保健保育科,社会福祉法人 聖徳園,保健保育科,3.0,preference,OK,
S00916,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,1.0,preference,OK,
S00916,保健保育科,社会福祉法人 聖徳園,保健保育科,2.0,preference,OK,
S00916,保健保育科,社会福祉法人 隆生福祉会,保健保育科,3.0,preference,OK,
S00926,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,1.0,preference,OK,
S00926,保健保育科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,保健保育科,2.0,preference,OK,
S00926,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,3.0,preference,OK,
S00994,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,1.0,preference,OK,
S00994,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,2.0,preference,OK,
S00994,保健保育科,社会福祉法人 松柏会,保健保育科,3.0,preference,OK,
S00997,保健保育科,社会医療法人 三宝会南港病院,保健保育科,1.0,preference,OK,
S00997,保健保育科,発達支援ルームピースプラント,保健保育科,2.0,preference,OK,
S00997,保健保育科,社会福祉法人 福知山学園,保健保育科,3.0,preference,OK,
S00007,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,,assignment,OK,0.0
S00007,保健保育科,社会福祉法人 基弘会,保健保育科,,assignment,OK,1.0
S00007,保健保育科,株式会社 Smile Group,保健保育科,,assignment,OK,2.0
S00025,保健保育科,社会福祉法人 成光苑(特養7施設・保育7園など),保健保育科,,assignment,OK,0.0
S00025,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,,assignment,OK,1.0
S00025,保健保育科,株式会社スバコ・ケア・エンジニアリング,保健保育科,,assignment,OK,2.0
S00088,保健保育科,社会福祉法人 聖徳会,保健保育科,,assignment,OK,0.0
S00088,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,,assignment,OK,1.0
S00088,保健保育科,社会福祉法人 加島友愛会,保健保育科,,assignment,OK,2.0
S00091,保健保育科,発達支援ルームピースプラント,保健保育科,,assignment,OK,0.0
S00091,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,,assignment,OK,1.0
S00091,保健保育科,社会福祉法人 こばと会,保健保育科,,assignment,OK,2.0
S00104,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,,assignment,OK,0.0
S00104,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,,assignment,OK,1.0
S00104,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,,assignment,OK,2.0
S00120,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,,assignment,OK,0.0
S00120,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,,assignment,OK,1.0
S00120,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,,assignment,OK,2.0
S00190,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,,assignment,OK,0.0
S00190,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,,assignment,OK,1.0
S00190,保健保育科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,保健保育科,,assignment,OK,2.0
S00227,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,,assignment,OK,0.0
S00227,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,,assignment,OK,1.0
S00227,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,,assignment,OK,2.0
S00240,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,,assignment,OK,0.0
S00240,保健保育科,社会福祉法人 愛和会,保健保育科,,assignment,OK,1.0
S00240,保健保育科,株式会社 タスク・フォース,保健保育科,,assignment,OK,2.0
S00252,保健保育科,社会福祉法人 こばと会,保健保育科,,assignment,OK,0.0
S00252,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,,assignment,OK,1.0
S00252,保健保育科,社会福祉法人 愛徳福祉会南大阪小児リハビリテーション病院大阪発達総合療育センター,保健保育科,,assignment,OK,2.0
S00479,保健保育科,社会福祉法人 こばと会,保健保育科,,assignment,OK,0.0
S00479,保健保育科,社会福祉法人 松柏会,保健保育科,,assignment,OK,1.0
S00479,保健保育科,社会福祉法人 基弘会,保健保育科,,assignment,OK,2.0
S00492,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,,assignment,OK,0.0
S00492,保健保育科,株式会社 Smile Group,保健保育科,,assignment,OK,1.0
S00492,保健保育科,社会福祉法人 南湖会【障がい児者支援事業】,保健保育科,,assignment,OK,2.0
S00503,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,,assignment,OK,0.0
S00503,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,,assignment,OK,1.0
S00503,保健保育科,社会福祉法人 こばと会,保健保育科,,assignment,OK,2.0
S00523,保健保育科,発達支援ルームピースプラント,保健保育科,,assignment,OK,0.0
S00523,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,,assignment,OK,1.0
S00523,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,,assignment,OK,2.0
S00584,保健保育科,社会福祉法人 ともしび福祉会,保健保育科,,assignment,OK,0.0
S00584,保健保育科,株式会社 シーアイ・パートナーズグループ,保健保育科,,assignment,OK,1.0
S00584,保健保育科,社会福祉法人 松柏会,保健保育科,,assignment,OK,2.0
S00616,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,,assignment,OK,0.0
S00616,保健保育科,株式会社 タスク・フォース,保健保育科,,assignment,OK,1.0
S00616,保健保育科,社会福祉法人 加島友愛会,保健保育科,,assignment,OK,2.0
S00648,保健保育科,社会福祉法人 石井記念愛染園,保健保育科,,assignment,OK,0.0
S00648,保健保育科,社会福祉法人 加島友愛会,保健保育科,,assignment,OK,1.0
S00648,保健保育科,社会医療法人ペガサス馬場記念病院,保健保育科,,assignment,OK,2.0
S00649,保健保育科,社会福祉法人 加島友愛会,保健保育科,,assignment,OK,0.0
S00649,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,,assignment,OK,1.0
S00649,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,,assignment,OK,2.0
S00740,保健保育科,社会福祉法人 みおつくし福祉会,保健保育科,,assignment,OK,0.0
S00740,保健保育科,発達支援ルームピースプラント,保健保育科,,assignment,OK,1.0
S00740,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,,assignment,OK,2.0
S00742,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,,assignment,OK,0.0
S00742,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,,assignment,OK,1.0
S00742,保健保育科,社会福祉法人 聖徳園,保健保育科,,assignment,OK,2.0
S00804,保健保育科,社会福祉法人 聖隷福祉事業団,保健保育科,,assignment,OK,0.0
S00804,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,,assignment,OK,1.0
S00804,保健保育科,社会福祉法人 こばと会,保健保育科,,assignment,OK,2.0
S00817,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,,assignment,OK,0.0
S00817,保健保育科,社会医療法人 祐生会 みどりヶ丘病院茨木みどりヶ丘病院,保健保育科,,assignment,OK,1.0
S00817,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,,assignment,OK,2.0
S00889,保健保育科,社会福祉法人 水仙福祉会,保健保育科,,assignment,OK,0.0
S00889,保健保育科,社会福祉法人 名張育成会,保健保育科,,assignment,OK,1.0
S00889,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,,assignment,OK,2.0
S00896,保健保育科,社会福祉法人 ヒューマンライツ福祉協会,保健保育科,,assignment,OK,0.0
S00896,保健保育科,社会福祉法人 福知山学園,保健保育科,,assignment,OK,1.0
S00896,保健保育科,社会福祉法人 基弘会,保健保育科,,assignment,OK,2.0
S00906,保健保育科,社会福祉法人 松柏会,保健保育科,,assignment,OK,0.0
S00906,保健保育科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),保健保育科,,assignment,OK,1.0
S00906,保健保育科,社会福祉法人 聖徳園,保健保育科,,assignment,OK,2.0
S00916,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,,assignment,OK,0.0
S00916,保健保育科,社会福祉法人 聖徳園,保健保育科,,assignment,OK,1.0
S00916,保健保育科,社会福祉法人 隆生福祉会,保健保育科,,assignment,OK,2.0
S00926,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,,assignment,OK,0.0
S00926,保健保育科,医療法人社団 石鎚会京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,保健保育科,,assignment,OK,1.0
S00926,保健保育科,社会福祉法人 聖ヨハネ学園,保健保育科,,assignment,OK,2.0
S00994,保健保育科,児童発達支援&放課後デイサービスキックオフチャイルド・ケアセンター,保健保育科,,assignment,OK,0.0
S00994,保健保育科,平成医療福祉グループ【医療部門】,保健保育科,,assignment,OK,1.0
S00994,保健保育科,社会福祉法人 松柏会,保健保育科,,assignment,OK,2.0
S00997,保健保育科,社会医療法人 三宝会南港病院,保健保育科,,assignment,OK,0.0
S00997,保健保育科,発達支援ルームピースプラント,保健保育科,,assignment,OK,1.0
S00997,保健保育科,社会福祉法人 福知山学園,保健保育科,,assignment,OK,2.0
S00008,精神保健福祉科,社会福祉法人 ヒューマンライツ福祉協会,精神保健福祉科,1.0,preference,OK,
S00008,精神保健福祉科,医療法人 恒昭会(藍野病院・藍野花園病院・青葉丘病院),精神保健福祉科,2.0,preference,OK,
S00008,精神保健福祉科,公益財団法人総合病院浅香山病院,精神保健福祉科,3.0,preference,OK,
S00037,精神保健福祉科,一般社団法人 水口病院,精神保健福祉科,1.0,preference,OK,
S00037,精神保健福祉科,社会福祉法人 天心会小阪病院,精神保健福祉科,2.0,preference,OK,
S00037,精神保健福祉科,社会福祉法人 大阪自彊館,精神保健福祉科,3.0,preference,OK,
S00079,精神保健福祉科,医療法人 正正会 分野病院,精神保健福祉科,1.0,preference,OK,
S00079,精神保健福祉科,株式会社スバコ・ケア・エンジニアリング,精神保健福祉科,2.0,preference,OK,
S00079,精神保健福祉科,社会福祉法人 ヒューマンライツ福祉協会,精神保健福祉科,3.0,preference,OK,
S00086,精神保健福祉科,児童発達支援・放課後等デイサービスLUMO(株式会社 Gotoschoolグループ募集),精神保健福祉科,1.0,preference,OK,
S00086,精神保健福祉科,医療法人 恒昭会(藍野病院・藍野花園病院・青葉丘病院),精神保健福祉科,2.0,preference,OK,
S00086,精神保健福祉科,社会福祉法人京都府社会福祉事業団,精神保健福祉科,3.0,preference,OK,
S00089,精神保健福祉科,社会福祉法人 みなと寮(救護施設・特別養護老人ホーム),精神保健福祉科,1.0,preference,OK,
S00089,精神保健福祉科,株式会社 ミック・ジャパン【ミック健康の森】【ドラッグミック】【ローソンドラッグミック】,精神保健福祉科,2.0,preference,OK,
S00089,精神保健福祉科,株式会社 T’Sコーポレーショングループ,精神保健福祉科,3.0,preference,OK,
S00112,精神保健福祉科,株式会社スバコ・ケア・エンジニアリング,精神保健福祉科,1.0,preference,OK,
S00112,精神保健福祉科,社会医療法人寿栄会 ありまこうげんホスピタル,精神保健福祉科,2.0,preference,OK,
S00112,精神保健福祉科,株式会社 T’Sコーポレーショングループ,精神保健福祉科,3.0,preference,OK,
S00114,精神保健福祉科,株式会社 T’Sコーポレーショングループ,精神保健福祉科,1.0,preference,OK,
S00114,精神保健福祉科,株式会社 ミック・ジャパン【ミック健康の森】【ドラッグミック】【ローソンドラッグミック】,精神保健福祉科,2.0,preference,OK,
S00114,精神保健福祉科,株式会社絆ホールディングス,精神保健福祉科,3.0,preference,OK,
S00117,精神保健福祉科,社会福祉法人 みなと寮(救護施設・特別養護老人ホーム),精神保健福祉科,1.0,preference,OK,
S00117,精神保健福祉科,社会医療法人寿栄会 ありまこうげんホスピタル,精神保健福祉科,2.0,preference,OK,
S00117,精神保健福祉科,株式会社絆ホールディングス,精神保健福祉科,3.0,preference,OK,
S00141,精神保健福祉科,公益財団法人総合病院浅香山病院,精神保健福祉科,1.0,preference,OK,
S00141,精神保健福祉科,医療法人 正正会 分野病院,精神保健福祉科,2.0,preference,OK,
S00141,精神保健福祉科,社会福祉法人京都府社会福祉事業団,精神保健福祉科,3.0,preference,OK,
S00152,精神保健福祉科,社会福祉法人 みなと寮(救護施設・特別養護老人ホーム),精神保健福祉科,1.0,preference,OK,
S00152,精神保健福祉科,医療法人 正正会 分野病院,精神保健福祉科,2.0,preference,OK,
S00152,精神保健福祉科,株式会社絆ホールディングス,精神保健福祉科,3.0,preference,OK,
